id,review
2366,"Great lectures, funny guy and the term test wasn't too bad."
4334,Sweetest man ever. He is so nice and funny and just the cutesy old man extremely laid back east class you get alot of information despite some rambling but overall enjoyed the prof and the class
478,"this was the greatest class I have ever take at abington. Professor Capelotti is a great professor who knows his stuff, and isn't afraid to show it. I learned more information in this one class than I ever have in any of my other classes combined. challenging, but worth it all the way. I will remember what he taught me for a very long time"
1454,"Horrible teacher, has terrible handwriting, is always late to class, doesn't know how to use the homework website. Teaches the wrong material so don't be surprised if when you take an exam you don't recognize any of the material."
1264,"Tammy is awesome and it is very easy to get an A in her class! 4 exams, she drops lowest one. 7 in class pop quizzes, she drops the lowest one. And 10 online quizzes. With the extra credit, it is almost impossible not to get an A in this class. Plus she's funny and her lectures are super interesting!"
3741,She is really nice and easy but she is very boring in class it is very hard to concentrate but she is easy so it balances out. Also what the class was all about was mostly biology with some chemistry so if you cant do biology there are other classes.
1586,"Have you ever met a teacher who writes EVERYTHING down that he says&#63; &quot;Good morning class, today we will be talking about integrals...&quot;. Like we need something ELSE that makes math boring!"
3058,"This class was pretty easy. I did my work and got an A period. The exams are super easy. Great lecturer, dressed up as Harry Potter first day."
196,U would be better off watching paint dry. This guy talks too soft and lectures get boring. Come to class n get iclicker pts. One or two questions on exam is from lecture. Unfair exams. I skipped lectures and slept in class and passed with a B. ONLY way to do well is get old exams! And also go over ppt. Textbook is useless. He is rude at times. GL!
596,"Mr. Everett's English 1301 is a great class.  He explains grammar in a way that makes more sense than any of my high school  teachers' lessons did.  I finally ""got"" grammar!  He expects you to work hard and meet deadlines, but if you buy into the ""carpe diem"" culture you will do well.  He is always willing to help, too.  You just have to ask.  :)"
220,Dr. Molumby made this class very interesting. His stories and humor made it fun to attend. Exams however are pretty hard- get old exams! Read the book!
1532,please for your own sake do not take this class unless you have taken calc before you might pass
